iter	RMSE
538	27.002103
539	26.97935256
540	26.97343269
541	26.96836407
542	26.95711728
543	26.93115751
544	26.92423832
545	26.91603254
546	26.88997129
547	26.88304713
548	26.87629995
549	26.86092171
550	26.84079073
551	26.81959826
552	26.81284407
553	26.79245214
554	26.77262373
555	26.750192
556	26.73653413
557	26.72977298
558	26.72466435
559	26.71897368
560	26.69924475
561	26.68449767
562	26.67793288
563	26.65534331
564	26.63233823
565	26.62074893
566	26.61302286
567	26.59561104
568	26.58287186
569	26.56574804
570	26.54541165
571	26.5272264
572	26.50583002
573	26.47559477
574	26.44184654
575	26.42165932
576	26.41507909
577	26.39125215
578	26.38505013
579	26.36238349
580	26.35005279
581	26.31952897
582	26.30067092
583	26.28263564
584	26.26356151
585	26.25503016
586	26.24868948
587	26.22790221
588	26.21545809
589	26.20812985
590	26.19014094
591	26.18292963
592	26.17657451
593	26.14951723
594	26.12082034
595	26.11474612
596	26.10921253
597	26.10219815
598	26.08228841
599	26.07703216
600	26.05121758
601	26.03279857
602	26.00113797
603	25.98095414
604	25.9658692
605	25.94872422
606	25.91840033
607	25.9034817
608	25.88202916
609	25.87524695
610	25.86414713
611	25.84918842
612	25.8430788
613	25.81447363
614	25.79284163
615	25.76465714
616	25.75632941
617	25.75318057
618	25.73285413
619	25.7295877
620	25.70974805
621	25.70369846
622	25.69795055
623	25.68308701
624	25.67972965
625	25.64813003
626	25.62680529
627	25.62117196
628	25.60071828
629	25.59476723
630	25.57082234
631	25.53916595
632	25.52048176
633	25.50292887
634	25.49791898
635	25.49266766
636	25.48773582
637	25.47604871
638	25.45566343
639	25.45043701
640	25.44331932
641	25.43049645
642	25.40797923
643	25.40056818
644	25.39113668
645	25.36325694
646	25.34363029
647	25.31658581
648	25.29976613
649	25.27800689
650	25.25855522
651	25.24888882
652	25.23698995
653	25.22409045
654	25.21867851
655	25.2094999
656	25.18527077
657	25.17812957
658	25.16501395
659	25.14658781
660	25.13122272
661	25.12442698
662	25.11937734
663	25.10135778
664	25.08482658
665	25.06556678
666	25.05781231
667	25.05269342
668	25.0474117
669	25.02692873
670	25.00678425
671	24.99685222
672	24.98307553
673	24.96458307
674	24.95201632
675	24.93790895
676	24.9241298
677	24.91295264
678	24.89961306
679	24.88573436
680	24.85119837
681	24.83823851
682	24.83357094
683	24.81710453
684	24.78925004
685	24.77179047
686	24.7457171
687	24.72818875
688	24.71161047
689	24.6960567
690	24.68573058
691	24.66659345
692	24.65397055
693	24.65061902
694	24.63644902
695	24.62195735
696	24.60897771
697	24.60412673
698	24.59922719
699	24.58592371
700	24.57385141
701	24.56126064
702	24.55736132
703	24.54125011
704	24.52602625
705	24.50980223
706	24.49768843
707	24.49179953
708	24.479713
709	24.47638458
710	24.4520569
711	24.43661473
712	24.43291704
713	24.41061151
714	24.400202
715	24.38858606
716	24.37804321
717	24.36276119
718	24.33760828
719	24.33204235
720	24.31330674
721	24.30729118
722	24.28751482
723	24.27769807
724	24.25315479
725	24.22980473
726	24.21641342
727	24.20186289
728	24.19867935
729	24.18547158
730	24.17466898
731	24.16310825
732	24.1493844
733	24.12611123
734	24.12176213
735	24.11141419
736	24.09662129
737	24.08438118
738	24.06870678
739	24.04341132
740	24.03008265
741	24.01665821
742	24.00594495
743	24.00286299
744	23.98980942
745	23.97282468
746	23.96047016
747	23.9430299
748	23.92210629
749	23.90917836
750	23.89279338
751	23.87034556
752	23.86550828
753	23.85532011
754	23.85139129
755	23.83340657
756	23.8160578
757	23.80913594
758	23.7984476
759	23.79321575
760	23.77865533
761	23.76920521
762	23.75407953
763	23.7446376
764	23.73024883
765	23.7103479
766	23.70562178
767	23.69723642
768	23.69311658
769	23.67112669
770	23.66362951
771	23.65927969
772	23.64739637
773	23.63852155
774	23.62182657
775	23.6173832
776	23.60751456
777	23.59309218
778	23.57593836
779	23.57105655
780	23.55443761
781	23.54224515
782	23.52934372
783	23.5112489
784	23.50775432
785	23.50364098
786	23.48759878
787	23.47309324
788	23.45720838
789	23.44500447
790	23.42457733
791	23.41100635
792	23.39958161
793	23.38187636
794	23.37131038
795	23.36102322
796	23.3493864
797	23.33074826
798	23.31501154
799	23.29737585
800	23.29147471
801	23.28166702
802	23.26225193
803	23.24149198
804	23.22856419
805	23.21727036
806	23.19659227
807	23.18327487
808	23.17146026
809	23.1618012
810	23.14381141
811	23.13413408
812	23.12202872
813	23.10488038
814	23.09862025
815	23.08998698
816	23.08703332
817	23.07029601
818	23.05040245
819	23.04562724
820	23.03863234
821	23.03072553
822	23.01205368
823	22.99879526
824	22.98822412
825	22.97538407
826	22.96949894
827	22.9565321
828	22.9398588
829	22.93246861
830	22.92914802
831	22.9232059
832	22.90817362
833	22.89934565
834	22.89469905
835	22.87958219
836	22.87514059
837	22.86806954
838	22.86492691
839	22.84662755
840	22.82864029
841	22.81647022
842	22.81327751
843	22.80874861
844	22.79100215
845	22.78375467
846	22.77932848
847	22.77624308
848	22.76405465
849	22.76076964
850	22.74172747
851	22.73310154
852	22.72575772
853	22.71217277
854	22.69534727
855	22.68406263
856	22.67458423
857	22.66566876
858	22.65298922
859	22.63628938
860	22.61839638
861	22.61213152
862	22.60679451
863	22.59494865
864	22.58427738
865	22.56596731
866	22.54845096
867	22.53831422
868	22.53069554
869	22.5243701
870	22.51944117
871	22.51544845
872	22.50076187
873	22.49446376
874	22.47845769
875	22.45981945
876	22.45525624
877	22.44351772
878	22.4381836
879	22.42233302
880	22.41088505
881	22.3915028
882	22.38675129
883	22.38170757
884	22.36021007
885	22.35708504
886	22.35145287
887	22.33629703
888	22.32584586
889	22.31660191
890	22.30420713
891	22.29999327
892	22.28414175
893	22.27041514
894	22.25411338
895	22.23780059
896	22.23076762
897	22.22409637
898	22.20760969
899	22.20580853
900	22.17317535
901	22.16573094
902	22.15172158
903	22.15006688
904	22.13744326
905	22.12869385
906	22.0988881
907	22.09166207
908	22.08750979
909	22.08233126
910	22.07051425
911	22.05600771
912	22.04700632
913	22.03143044
914	22.0212382
915	22.00944858
916	22.00154471
917	21.9864275
918	21.96917969
919	21.96172777
920	21.95102191
921	21.93801326
922	21.93659729
923	21.92592325
924	21.92082165
925	21.91384399
926	21.90296162
927	21.89568285
928	21.88654034
929	21.87588231
930	21.85826412
931	21.84555483
932	21.82916895
933	21.81657844
934	21.80993118
935	21.79445354
936	21.78845816
937	21.77191561
938	21.76434582
939	21.76009103
940	21.75065534
941	21.74552772
942	21.73763168
943	21.72665058
944	21.72265993
945	21.71708934
946	21.70538012
947	21.7012655
948	21.68948828
949	21.6803348
950	21.67532968
951	21.67127685
952	21.65794148
953	21.65039637
954	21.63030229
955	21.62352693
956	21.61927411
957	21.60282862
958	21.58788934
959	21.58404804
960	21.57471639
961	21.56984982
962	21.56109233
963	21.55691285
964	21.54609078
965	21.53978464
966	21.52597285
967	21.52052507
968	21.50529596
969	21.50203932
970	21.49299029
971	21.47348302
972	21.46905007
973	21.45551994
974	21.4425197
975	21.42773694
976	21.42042403
977	21.41371858
978	21.40930557
979	21.37967708
980	21.37368482
981	21.36776093
982	21.35605772
983	21.35230452
984	21.3450673
985	21.31916019
986	21.31323296
987	21.31056676
988	21.30565992
989	21.30145047
990	21.29021083
991	21.28070247
992	21.27471873
993	21.2657406
994	21.26058598
995	21.25581367
996	21.24214742
997	21.21735791
998	21.21399378
999	21.2073965
